invoice_id,date,customer_id,salesperson_id,segment,sku,qty,list_unit_price,discount_pct,unit_cost
CI201806001444,17/06/2018,C00032,SP003,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.099,156.41
CI201909000789,17/09/2019,C00018,SP001,independent_cafe,BEAN-HOUSE-5KG,4,230,0,135.25
CI201806000372,18/06/2018,C00008,SP003,hotel,BEAN-ESPRESSO-5KG,6,240,0.14,156.41
CI201909000789,17/09/2019,C00018,SP001,independent_cafe,BEAN-SINGLE-ETH-5KG,4,260,0.034,205.58
CI201909000790,24/09/2019,C00018,SP001,independent_cafe,BEAN-HOUSE-5KG,4,230,0,135.25
CI201806001185,18/06/2018,C00028,SP003,hotel,BEAN-ESPRESSO-5KG,8,240,0.12,156.41
CI201909000790,24/09/2019,C00018,SP001,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0,205.58
CI201909000790,24/09/2019,C00018,SP001,independent_cafe,BEAN-SINGLE-COL-5KG,2,260,0.009,210.99
CI201910000791,1/10/2019,C00018,SP001,independent_cafe,BEAN-HOUSE-5KG,4,230,0.021,135.59
CI201806002704,18/06/2018,C00052,SP002,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.066,156.41
CI201910000792,8/10/2019,C00018,SP001,independent_cafe,BEAN-HOUSE-5KG,8,230,0.037,135.59
CI201806001626,19/06/2018,C00034,SP003,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.14,156.41
CI201910000793,15/10/2019,C00018,SP001,independent_cafe,BEAN-HOUSE-5KG,6,230,0.021,135.59
CI201806000745,20/06/2018,C00014,SP003,restaurant,BEAN-ESPRESSO-5KG,4,240,0.112,156.41
CI201910000793,15/10/2019,C00018,SP001,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.047,206.09
CI201910000794,22/10/2019,C00018,SP001,independent_cafe,BEAN-HOUSE-5KG,2,230,0.025,135.59
CI201806002046,20/06/2018,C00040,SP003,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.116,156.41
CI201910000795,29/10/2019,C00018,SP001,independent_cafe,BEAN-HOUSE-5KG,2,230,0.02,135.59
CI201806000870,21/06/2018,C00020,SP002,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.095,156.41
CI201910000795,29/10/2019,C00018,SP001,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0,206.09
CI201910000795,29/10/2019,C00018,SP001,independent_cafe,BEAN-SINGLE-COL-5KG,2,260,0,211.51
CI201911000796,5/11/2019,C00018,SP001,independent_cafe,BEAN-HOUSE-5KG,4,230,0.035,135.92
CI201911000796,5/11/2019,C00018,SP001,independent_cafe,BEAN-SINGLE-COL-5KG,2,260,0,212.03
CI201911000797,12/11/2019,C00018,SP001,independent_cafe,BEAN-HOUSE-5KG,4,230,0.038,135.92
CI201806001351,21/06/2018,C00031,SP003,hotel,BEAN-ESPRESSO-5KG,10,240,0.14,156.41
CI201911000797,12/11/2019,C00018,SP001,independent_cafe,BEAN-SINGLE-COL-5KG,2,260,0.015,212.03
CI201911000798,19/11/2019,C00018,SP001,independent_cafe,BEAN-HOUSE-5KG,2,230,0,135.92
CI201806002602,21/06/2018,C00051,SP001,hotel,BEAN-ESPRESSO-5KG,12,240,0,156.41
CI201911000798,19/11/2019,C00018,SP001,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.022,206.6
CI201911000799,26/11/2019,C00018,SP001,independent_cafe,BEAN-HOUSE-5KG,2,230,0,135.92
CI201806000022,22/06/2018,C00003,SP003,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.117,156.41
CI201911000799,26/11/2019,C00018,SP001,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.035,206.6
CI201912000800,3/12/2019,C00018,SP001,independent_cafe,BEAN-HOUSE-5KG,8,230,0.04,136.25
CI201806001008,22/06/2018,C00024,SP001,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.03,156.41
CI201912000801,10/12/2019,C00018,SP001,independent_cafe,BEAN-HOUSE-5KG,2,230,0.031,136.25
CI201806001763,22/06/2018,C00036,SP002,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.105,156.41
CI201912000801,10/12/2019,C00018,SP001,independent_cafe,BEAN-SINGLE-COL-5KG,4,260,0.051,212.56
CI201806003098,15/06/2018,C00058,SP003,independent_cafe,BEAN-DECAF-1KG,4,65,0,33.37
CI201912000802,17/12/2019,C00018,SP001,independent_cafe,BEAN-HOUSE-5KG,6,230,0,136.25
CI201806003099,22/06/2018,C00058,SP003,independent_cafe,BEAN-ESPRESSO-5KG,8,240,0.082,156.41
CI201912000803,24/12/2019,C00018,SP001,independent_cafe,BEAN-HOUSE-5KG,4,230,0.014,136.25
CI201806001854,23/06/2018,C00037,SP002,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.075,156.41
CI201912000803,24/12/2019,C00018,SP001,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0,207.11
CI201912000803,24/12/2019,C00018,SP001,independent_cafe,BEAN-SINGLE-COL-5KG,2,260,0.017,212.56
CI201912000804,31/12/2019,C00018,SP001,independent_cafe,BEAN-HOUSE-5KG,4,230,0.041,136.25
CI201806002270,23/06/2018,C00044,SP004,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.315,156.41
CI201709000805,1/09/2017,C00019,SP003,restaurant,BEAN-HOUSE-5KG,2,230,0.093,127.49
CI201806002448,23/06/2018,C00046,SP004,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.32,156.41
CI201709000806,29/09/2017,C00019,SP003,restaurant,BEAN-HOUSE-5KG,2,230,0.077,127.49
CI201806000123,24/06/2018,C00005,SP002,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.085,156.41
CI201806000494,24/06/2018,C00009,SP002,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.076,156.41
CI201710000807,27/10/2017,C00019,SP003,restaurant,BEAN-SINGLE-COL-5KG,2,260,0.1,199.37
CI201711000808,24/11/2017,C00019,SP003,restaurant,BEAN-HOUSE-5KG,2,230,0.065,128.12
CI201712000809,22/12/2017,C00019,SP003,restaurant,BEAN-HOUSE-5KG,4,230,0.135,128.43
CI201712000809,22/12/2017,C00019,SP003,restaurant,BEAN-SINGLE-COL-5KG,2,260,0.094,200.36
CI201801000810,19/01/2018,C00019,SP003,restaurant,BEAN-HOUSE-5KG,2,230,0.059,128.75
CI201806001445,24/06/2018,C00032,SP003,independent_cafe,BEAN-ESPRESSO-5KG,8,240,0.131,156.41
CI201802000811,16/02/2018,C00019,SP003,restaurant,BEAN-HOUSE-5KG,4,230,0.089,129.07
CI201802000811,16/02/2018,C00019,SP003,restaurant,BEAN-SINGLE-ETH-5KG,2,260,0.106,196.18
CI201803000812,16/03/2018,C00019,SP003,restaurant,BEAN-HOUSE-5KG,4,230,0.111,129.39
CI201803000812,16/03/2018,C00019,SP003,restaurant,BEAN-SINGLE-COL-5KG,2,260,0.108,201.84
CI201804000813,13/04/2018,C00019,SP003,restaurant,BEAN-HOUSE-5KG,4,230,0,129.7
CI201806000373,25/06/2018,C00008,SP003,hotel,BEAN-ESPRESSO-5KG,6,240,0,156.41
CI201806001186,25/06/2018,C00028,SP003,hotel,BEAN-ESPRESSO-5KG,8,240,0.14,156.41
CI201806000815,8/06/2018,C00019,SP003,restaurant,BEAN-HOUSE-5KG,2,230,0.09,130.35
CI201806002705,25/06/2018,C00052,SP002,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.08,156.41
CI201807000816,6/07/2018,C00019,SP003,restaurant,BEAN-HOUSE-5KG,4,230,0.084,130.67
CI201808000817,3/08/2018,C00019,SP003,restaurant,BEAN-HOUSE-5KG,2,230,0.128,130.99
CI201806001627,26/06/2018,C00034,SP003,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0,156.41
CI201808000817,3/08/2018,C00019,SP003,restaurant,BEAN-SINGLE-COL-5KG,2,260,0,204.34
CI201808000818,31/08/2018,C00019,SP003,restaurant,BEAN-HOUSE-5KG,4,230,0.124,130.99
CI201806002047,27/06/2018,C00040,SP003,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.121,156.41
CI201809000819,28/09/2018,C00019,SP003,restaurant,BEAN-SINGLE-COL-5KG,2,260,0.106,204.85
CI201810000820,26/10/2018,C00019,SP003,restaurant,BEAN-HOUSE-5KG,2,230,0,131.64
CI201806002269,16/06/2018,C00044,SP004,independent_cafe,BEAN-DECAF-1KG,2,65,0.32,33.37
CI201811000821,23/11/2018,C00019,SP003,restaurant,BEAN-HOUSE-5KG,6,230,0.096,131.96
CI201806000871,28/06/2018,C00020,SP002,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.053,156.41
CI201812000822,21/12/2018,C00019,SP003,restaurant,BEAN-HOUSE-5KG,2,230,0.123,132.29
CI201806001352,28/06/2018,C00031,SP003,hotel,BEAN-ESPRESSO-5KG,8,240,0.121,156.41
CI201901000823,18/01/2019,C00019,SP003,restaurant,BEAN-HOUSE-5KG,2,230,0,132.61
CI201806002603,28/06/2018,C00051,SP001,hotel,BEAN-ESPRESSO-5KG,12,240,0,156.41
CI201902000824,15/02/2019,C00019,SP003,restaurant,BEAN-HOUSE-5KG,4,230,0.072,132.94
CI201806000023,29/06/2018,C00003,SP003,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.117,156.41
CI201903000825,15/03/2019,C00019,SP003,restaurant,BEAN-HOUSE-5KG,4,230,0.126,133.27
CI201903000825,15/03/2019,C00019,SP003,restaurant,BEAN-SINGLE-COL-5KG,2,260,0,207.9
CI201904000826,12/04/2019,C00019,SP003,restaurant,BEAN-HOUSE-5KG,2,230,0.081,133.6
CI201806001009,29/06/2018,C00024,SP001,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.011,156.41
CI201905000827,10/05/2019,C00019,SP003,restaurant,BEAN-HOUSE-5KG,4,230,0,133.93
CI201906000828,7/06/2019,C00019,SP003,restaurant,BEAN-HOUSE-5KG,6,230,0,134.26
CI201907000829,5/07/2019,C00019,SP003,restaurant,BEAN-HOUSE-5KG,6,230,0,134.59
CI201806001764,29/06/2018,C00036,SP002,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.083,156.41
CI201908000830,2/08/2019,C00019,SP003,restaurant,BEAN-HOUSE-5KG,2,230,0.091,134.92
CI201908000830,2/08/2019,C00019,SP003,restaurant,BEAN-SINGLE-ETH-5KG,2,260,0.104,205.08
CI201908000831,30/08/2019,C00019,SP003,restaurant,BEAN-HOUSE-5KG,4,230,0,134.92
CI201806003100,29/06/2018,C00058,SP003,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.14,156.41
CI201909000832,27/09/2019,C00019,SP003,restaurant,BEAN-HOUSE-5KG,4,230,0.084,135.25
CI201806001855,30/06/2018,C00037,SP002,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.106,156.41
CI201806002271,30/06/2018,C00044,SP004,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.261,156.41
CI201911000834,22/11/2019,C00019,SP003,restaurant,BEAN-HOUSE-5KG,2,230,0.083,135.92
CI201806002447,16/06/2018,C00046,SP004,independent_cafe,BEAN-DECAF-1KG,2,65,0.319,33.37
CI201912000835,20/12/2019,C00019,SP003,restaurant,BEAN-HOUSE-5KG,2,230,0.055,136.25
CI201806002449,30/06/2018,C00046,SP004,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.187,156.41
CI201710000836,26/10/2017,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,6,230,0.074,127.8
CI201807000124,1/07/2018,C00005,SP002,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0,156.8
CI201806000262,21/06/2018,C00007,SP003,independent_cafe,BEAN-DECAF-1KG,2,65,0.098,33.37
CI201711000837,2/11/2017,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0,128.12
CI201807000495,1/07/2018,C00009,SP002,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.063,156.8
CI201711000838,9/11/2017,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,4,230,0.095,128.12
CI201807001446,1/07/2018,C00032,SP003,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0,156.8
CI201711000838,9/11/2017,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.073,194.74
CI201711000838,9/11/2017,C00020,SP002,independent_cafe,BEAN-SINGLE-COL-5KG,2,260,0.079,199.86
CI201711000839,16/11/2017,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,4,230,0.097,128.12
CI201807000374,2/07/2018,C00008,SP003,hotel,BEAN-ESPRESSO-5KG,12,240,0.124,156.8
CI201711000839,16/11/2017,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.089,194.74
CI201807001187,2/07/2018,C00028,SP003,hotel,BEAN-ESPRESSO-5KG,6,240,0,156.8
CI201711000840,23/11/2017,C00020,SP002,independent_cafe,BEAN-SINGLE-COL-5KG,4,260,0,199.86
CI201711000841,30/11/2017,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0,128.12
CI201807002706,2/07/2018,C00052,SP002,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0,156.8
CI201712000842,7/12/2017,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,8,230,0.054,128.43
CI201807001285,3/07/2018,C00030,SP004,office,BEAN-ESPRESSO-5KG,2,240,0.32,156.8
CI201712000842,7/12/2017,C00020,SP002,independent_cafe,BEAN-SINGLE-COL-5KG,2,260,0.108,200.36
CI201712000843,14/12/2017,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,4,230,0,128.43
CI201712000843,14/12/2017,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.074,195.22
CI201806001854,23/06/2018,C00037,SP002,independent_cafe,BEAN-DECAF-1KG,4,65,0.074,33.37
CI201712000844,21/12/2017,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,4,230,0.111,128.43
CI201807001628,3/07/2018,C00034,SP003,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.129,156.8
CI201712000845,28/12/2017,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0.073,128.43
CI201807002048,4/07/2018,C00040,SP003,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.122,156.8
CI201712000845,28/12/2017,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.062,195.22
CI201801000846,4/01/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0.079,128.75
CI201807000264,5/07/2018,C00007,SP003,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.123,156.8
CI201801000846,4/01/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.069,195.7
CI201801000847,11/01/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0.108,128.75
CI201807000872,5/07/2018,C00020,SP002,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0,156.8
CI201801000847,11/01/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.072,195.7
CI201801000848,18/01/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,6,230,0,128.75
CI201807001353,5/07/2018,C00031,SP003,hotel,BEAN-ESPRESSO-5KG,8,240,0,156.8
CI201806002448,23/06/2018,C00046,SP004,independent_cafe,BEAN-DECAF-1KG,4,65,0.249,33.37
CI201801000849,25/01/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,4,230,0.047,128.75
CI201807002604,5/07/2018,C00051,SP001,hotel,BEAN-ESPRESSO-5KG,8,240,0,156.8
CI201802000850,1/02/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0,129.07
CI201807000024,6/07/2018,C00003,SP003,independent_cafe,BEAN-ESPRESSO-5KG,8,240,0.137,156.8
CI201802000850,1/02/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.079,196.18
CI201802000851,8/02/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0.053,129.07
CI201807001010,6/07/2018,C00024,SP001,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.011,156.8
CI201802000851,8/02/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.063,196.18
CI201802000852,15/02/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0,129.07
CI201807001765,6/07/2018,C00036,SP002,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.097,156.8
CI201802000852,15/02/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.038,196.18
CI201802000852,15/02/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-COL-5KG,2,260,0,201.35
CI201802000853,22/02/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,4,230,0.11,129.07
CI201807003101,6/07/2018,C00058,SP003,independent_cafe,BEAN-ESPRESSO-5KG,8,240,0.1,156.8
CI201803000854,1/03/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,4,230,0.069,129.39
CI201807001856,7/07/2018,C00037,SP002,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.096,156.8
CI201803000855,8/03/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0.07,129.39
CI201807002272,7/07/2018,C00044,SP004,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.195,156.8
CI201803000855,8/03/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.063,196.67
CI201803000855,8/03/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-COL-5KG,2,260,0.065,201.84
CI201807002450,7/07/2018,C00046,SP004,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.247,156.8
CI201803000857,22/03/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,4,230,0.067,129.39
CI201803000857,22/03/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-COL-5KG,4,260,0.093,201.84
CI201803000858,29/03/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,6,230,0.061,129.39
CI201807002802,7/07/2018,C00053,SP003,restaurant,BEAN-ESPRESSO-5KG,2,240,0.091,156.8
CI201804000859,5/04/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,4,230,0,129.7
CI201807000125,8/07/2018,C00005,SP002,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0,156.8
CI201804000860,12/04/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0.104,129.7
CI201807000496,8/07/2018,C00009,SP002,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.056,156.8
CI201804000860,12/04/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-COL-5KG,2,260,0.062,202.34
CI201804000861,19/04/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0,129.7
CI201807001447,8/07/2018,C00032,SP003,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.14,156.8
CI201804000861,19/04/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,4,260,0.093,197.15
CI201806001186,25/06/2018,C00028,SP003,hotel,BEAN-DECAF-1KG,4,65,0.14,33.37
CI201804000862,26/04/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,10,230,0,129.7
CI201807000375,9/07/2018,C00008,SP003,hotel,BEAN-ESPRESSO-5KG,6,240,0.14,156.8
CI201804000862,26/04/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.056,197.15
CI201805000863,3/05/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,6,230,0.104,130.02
CI201807001188,9/07/2018,C00028,SP003,hotel,BEAN-ESPRESSO-5KG,4,240,0.14,156.8
CI201805000863,3/05/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,4,260,0.049,197.64
CI201806000871,28/06/2018,C00020,SP002,independent_cafe,BEAN-DECAF-1KG,2,65,0,33.37
CI201805000864,10/05/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0.061,130.02
CI201807002707,9/07/2018,C00052,SP002,independent_cafe,BEAN-ESPRESSO-5KG,8,240,0.07,156.8
CI201805000864,10/05/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.064,197.64
CI201805000864,10/05/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-COL-5KG,2,260,0,202.84
CI201805000865,17/05/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,4,230,0.089,130.02
CI201807001629,10/07/2018,C00034,SP003,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.089,156.8
CI201805000866,24/05/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,4,230,0.068,130.02
CI201807002049,11/07/2018,C00040,SP003,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0,156.8
CI201805000867,31/05/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,6,230,0.104,130.02
CI201806000868,7/06/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,4,230,0.071,130.35
CI201807002854,11/07/2018,C00055,SP002,restaurant,BEAN-ESPRESSO-5KG,2,240,0.057,156.8
CI201806000869,14/06/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,10,230,0.038,130.35
CI201807000265,12/07/2018,C00007,SP003,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.101,156.8
CI201806000869,14/06/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.087,198.13
CI201807000873,12/07/2018,C00020,SP002,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0.095,156.8
CI201806000871,28/06/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,4,230,0.047,130.35
CI201807001354,12/07/2018,C00031,SP003,hotel,BEAN-ESPRESSO-5KG,6,240,0.137,156.8
CI201806001855,30/06/2018,C00037,SP002,independent_cafe,BEAN-DECAF-1KG,2,65,0.118,33.37
CI201807000872,5/07/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0.057,130.67
CI201807002605,12/07/2018,C00051,SP001,hotel,BEAN-ESPRESSO-5KG,6,240,0,156.8
CI201807000873,12/07/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,4,230,0,130.67
CI201807000025,13/07/2018,C00003,SP003,independent_cafe,BEAN-ESPRESSO-5KG,8,240,0.121,156.8
CI201807000873,12/07/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-COL-5KG,2,260,0.037,203.84
CI201807000874,19/07/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0.108,130.67
CI201807001011,13/07/2018,C00024,SP001,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.055,156.8
CI201807000124,1/07/2018,C00005,SP002,independent_cafe,BEAN-DECAF-1KG,4,65,0.084,33.45
CI201807000875,26/07/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0.102,130.67
CI201807001766,13/07/2018,C00036,SP002,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.07,156.8
CI201807000875,26/07/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-COL-5KG,2,260,0.073,203.84
CI201807003102,13/07/2018,C00058,SP003,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0,156.8
CI201808000876,2/08/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.061,199.1
CI201808000877,9/08/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,6,230,0.108,130.99
CI201807001857,14/07/2018,C00037,SP002,independent_cafe,BEAN-ESPRESSO-5KG,8,240,0.081,156.8
CI201808000878,16/08/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0.058,130.99
CI201807002273,14/07/2018,C00044,SP004,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.222,156.8
CI201807001446,1/07/2018,C00032,SP003,independent_cafe,BEAN-DECAF-1KG,2,65,0.14,33.45
CI201808000879,23/08/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0,130.99
CI201807002451,14/07/2018,C00046,SP004,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.224,156.8
CI201808000879,23/08/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-COL-5KG,2,260,0.074,204.34
CI201808000880,30/08/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0.067,130.99
CI201807000126,15/07/2018,C00005,SP002,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0,156.8
CI201807000497,15/07/2018,C00009,SP002,independent_cafe,BEAN-ESPRESSO-5KG,6,240,0.081,156.8
CI201809000881,6/09/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-COL-5KG,2,260,0,204.85
CI201809000882,13/09/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,6,230,0.039,131.31
CI201807001448,15/07/2018,C00032,SP003,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0,156.8
CI201809000883,20/09/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,6,230,0,131.31
CI201807000376,16/07/2018,C00008,SP003,hotel,BEAN-ESPRESSO-5KG,20,240,0.105,156.8
CI201809000884,27/09/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,4,230,0.112,131.31
CI201807001189,16/07/2018,C00028,SP003,hotel,BEAN-ESPRESSO-5KG,4,240,0.083,156.8
CI201810000885,4/10/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,8,230,0.071,131.64
CI201807002708,16/07/2018,C00052,SP002,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.078,156.8
CI201810000885,4/10/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-COL-5KG,2,260,0.078,205.35
CI201810000886,11/10/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0.075,131.64
CI201810000886,11/10/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.078,200.09
CI201810000887,18/10/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0.099,131.64
CI201810000887,18/10/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-COL-5KG,4,260,0.078,205.35
CI201810000888,25/10/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0.071,131.64
CI201807001630,17/07/2018,C00034,SP003,independent_cafe,BEAN-ESPRESSO-5KG,10,240,0.139,156.8
CI201811000889,1/11/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,6,230,0.093,131.96
CI201811000889,1/11/2018,C00020,SP002,independent_cafe,BEAN-SINGLE-ETH-5KG,2,260,0.072,200.58
CI201807001628,3/07/2018,C00034,SP003,independent_cafe,BEAN-DECAF-1KG,2,65,0.128,33.45
CI201811000890,8/11/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,4,230,0,131.96
CI201807002050,18/07/2018,C00040,SP003,independent_cafe,BEAN-ESPRESSO-5KG,2,240,0,156.8
CI201807000125,8/07/2018,C00005,SP002,independent_cafe,BEAN-DECAF-1KG,2,65,0.105,33.45
CI201811000891,15/11/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,2,230,0.105,131.96
CI201807000266,19/07/2018,C00007,SP003,independent_cafe,BEAN-ESPRESSO-5KG,4,240,0.125,156.8
CI201807000375,9/07/2018,C00008,SP003,hotel,BEAN-DECAF-1KG,2,65,0,33.45
CI201811000892,22/11/2018,C00020,SP002,independent_cafe,BEAN-HOUSE-5KG,4,230,0.113,131.96
