date,cafe_location,sku,qty_sold,list_unit_price,unit_cost
12/03/2017,warehouse,MOD-ALT-MILK,31,0.8,2.74
13/03/2017,warehouse,DRINK-FLATWHITE,105,5.5,2.91
13/03/2017,warehouse,DRINK-LATTE,92,5.5,2.91
13/03/2017,warehouse,DRINK-CAP,45,5.5,2.91
13/03/2017,warehouse,DRINK-LONGBLACK,59,5,2.7
13/03/2017,warehouse,DRINK-ESP,43,4.5,2.6
13/03/2017,warehouse,DRINK-MOCHA,10,6,3.31
13/03/2017,warehouse,DRINK-CHAI-LATTE,10,6,3.21
13/03/2017,warehouse,DRINK-HOT-CHOC,2,6,3.41
13/03/2017,warehouse,FOOD-CROISSANT,29,6,3.92
13/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,23,5.5,3.72
13/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,20,9.5,5.74
13/03/2017,warehouse,FOOD-SCONE-CHEESE,27,5,3.52
13/03/2017,warehouse,FOOD-BANANA-BREAD,8,6,4.22
13/03/2017,warehouse,FOOD-COOKIE-CHOC,20,4.5,3.31
13/03/2017,warehouse,MOD-ALT-MILK,31,0.8,2.2
14/03/2017,warehouse,DRINK-FLATWHITE,115,5.5,3.09
14/03/2017,warehouse,DRINK-LATTE,76,5.5,3.09
14/03/2017,warehouse,DRINK-CAP,31,5.5,3.09
14/03/2017,warehouse,DRINK-LONGBLACK,37,5,2.88
14/03/2017,warehouse,DRINK-ESP,31,4.5,2.78
14/03/2017,warehouse,DRINK-MOCHA,20,6,3.5
14/03/2017,warehouse,DRINK-CHAI-LATTE,14,6,3.4
14/03/2017,warehouse,DRINK-HOT-CHOC,14,6,3.6
14/03/2017,warehouse,DRINK-ICED-LATTE,6,6.5,3.7
14/03/2017,warehouse,FOOD-CROISSANT,20,6,4.1
14/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,10,5.5,3.9
14/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,20,9.5,5.92
14/03/2017,warehouse,FOOD-SCONE-CHEESE,14,5,3.7
14/03/2017,warehouse,FOOD-BANANA-BREAD,20,6,4.4
14/03/2017,warehouse,FOOD-COOKIE-CHOC,10,4.5,3.5
14/03/2017,warehouse,MOD-ALT-MILK,37,0.8,2.38
15/03/2017,warehouse,DRINK-FLATWHITE,143,5.5,2.68
15/03/2017,warehouse,DRINK-LATTE,90,5.5,2.68
15/03/2017,warehouse,DRINK-CAP,47,5.5,2.68
15/03/2017,warehouse,DRINK-LONGBLACK,49,5,2.47
15/03/2017,warehouse,DRINK-ESP,45,4.5,2.37
15/03/2017,warehouse,DRINK-MOCHA,14,6,3.09
15/03/2017,warehouse,DRINK-CHAI-LATTE,25,6,2.98
15/03/2017,warehouse,DRINK-HOT-CHOC,10,6,3.19
15/03/2017,warehouse,DRINK-ICED-LATTE,4,6.5,3.29
15/03/2017,warehouse,FOOD-CROISSANT,35,6,3.69
15/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,12,5.5,3.49
15/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,27,9.5,5.51
15/03/2017,warehouse,FOOD-SCONE-CHEESE,21,5,3.29
15/03/2017,warehouse,FOOD-BANANA-BREAD,23,6,3.99
15/03/2017,warehouse,FOOD-COOKIE-CHOC,18,4.5,3.09
15/03/2017,warehouse,MOD-ALT-MILK,43,0.8,1.97
16/03/2017,warehouse,DRINK-FLATWHITE,53,5.5,3.91
16/03/2017,warehouse,DRINK-LATTE,62,5.5,3.91
16/03/2017,warehouse,DRINK-CAP,47,5.5,3.91
16/03/2017,warehouse,DRINK-LONGBLACK,25,5,3.7
16/03/2017,warehouse,DRINK-ESP,27,4.5,3.59
16/03/2017,warehouse,DRINK-MOCHA,14,6,4.31
16/03/2017,warehouse,DRINK-CHAI-LATTE,8,6,4.21
16/03/2017,warehouse,DRINK-HOT-CHOC,4,6,4.41
16/03/2017,warehouse,FOOD-CROISSANT,21,6,4.91
16/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,10,5.5,4.71
16/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,20,9.5,6.73
16/03/2017,warehouse,FOOD-SCONE-CHEESE,6,5,4.51
16/03/2017,warehouse,FOOD-BANANA-BREAD,2,6,5.21
16/03/2017,warehouse,FOOD-COOKIE-CHOC,8,4.5,4.31
16/03/2017,warehouse,MOD-ALT-MILK,23,0.8,3.19
17/03/2017,warehouse,DRINK-FLATWHITE,78,5.5,4.33
17/03/2017,warehouse,DRINK-LATTE,27,5.5,4.33
17/03/2017,warehouse,DRINK-CAP,20,5.5,4.33
17/03/2017,warehouse,DRINK-LONGBLACK,39,5,4.12
17/03/2017,warehouse,DRINK-ESP,23,4.5,4.02
17/03/2017,warehouse,DRINK-MOCHA,16,6,4.73
17/03/2017,warehouse,DRINK-HOT-CHOC,2,6,4.83
17/03/2017,warehouse,DRINK-ICED-LATTE,2,6.5,4.93
17/03/2017,warehouse,FOOD-CROISSANT,14,6,5.34
17/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,8,5.5,5.14
17/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,6,9.5,7.16
17/03/2017,warehouse,FOOD-SCONE-CHEESE,4,5,4.93
17/03/2017,warehouse,FOOD-BANANA-BREAD,8,6,5.64
17/03/2017,warehouse,FOOD-COOKIE-CHOC,16,4.5,4.73
17/03/2017,warehouse,MOD-ALT-MILK,23,0.8,3.62
18/03/2017,warehouse,DRINK-FLATWHITE,33,5.5,5.14
18/03/2017,warehouse,DRINK-LATTE,41,5.5,5.14
18/03/2017,warehouse,DRINK-CAP,16,5.5,5.14
18/03/2017,warehouse,DRINK-LONGBLACK,27,5,4.93
18/03/2017,warehouse,DRINK-ESP,12,4.5,4.82
18/03/2017,warehouse,DRINK-MOCHA,20,6,5.54
18/03/2017,warehouse,DRINK-CHAI-LATTE,10,6,5.44
18/03/2017,warehouse,DRINK-ICED-LATTE,6,6.5,5.74
18/03/2017,warehouse,FOOD-CROISSANT,6,6,6.14
18/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,10,5.5,5.94
18/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,8,9.5,7.96
18/03/2017,warehouse,FOOD-SCONE-CHEESE,12,5,5.74
18/03/2017,warehouse,FOOD-BANANA-BREAD,10,6,6.44
18/03/2017,warehouse,FOOD-COOKIE-CHOC,4,4.5,5.54
18/03/2017,warehouse,MOD-ALT-MILK,14,0.8,4.42
19/03/2017,warehouse,DRINK-FLATWHITE,103,5.5,3.26
19/03/2017,warehouse,DRINK-LATTE,53,5.5,3.26
19/03/2017,warehouse,DRINK-CAP,20,5.5,3.26
19/03/2017,warehouse,DRINK-LONGBLACK,59,5,3.05
19/03/2017,warehouse,DRINK-ESP,31,4.5,2.94
19/03/2017,warehouse,DRINK-MOCHA,14,6,3.66
19/03/2017,warehouse,DRINK-CHAI-LATTE,10,6,3.56
19/03/2017,warehouse,DRINK-HOT-CHOC,10,6,3.76
19/03/2017,warehouse,DRINK-ICED-LATTE,6,6.5,3.86
19/03/2017,warehouse,FOOD-CROISSANT,27,6,4.26
19/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,21,5.5,4.06
19/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,10,9.5,6.08
19/03/2017,warehouse,FOOD-SCONE-CHEESE,18,5,3.86
19/03/2017,warehouse,FOOD-BANANA-BREAD,12,6,4.56
19/03/2017,warehouse,FOOD-COOKIE-CHOC,10,4.5,3.66
19/03/2017,warehouse,MOD-ALT-MILK,33,0.8,2.54
20/03/2017,warehouse,DRINK-FLATWHITE,47,5.5,4.47
20/03/2017,warehouse,DRINK-LATTE,39,5.5,4.47
20/03/2017,warehouse,DRINK-CAP,29,5.5,4.47
20/03/2017,warehouse,DRINK-LONGBLACK,27,5,4.25
20/03/2017,warehouse,DRINK-ESP,31,4.5,4.15
20/03/2017,warehouse,DRINK-MOCHA,6,6,4.87
20/03/2017,warehouse,DRINK-CHAI-LATTE,16,6,4.77
20/03/2017,warehouse,DRINK-ICED-LATTE,2,6.5,5.07
20/03/2017,warehouse,FOOD-CROISSANT,10,6,5.47
20/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,10,5.5,5.27
20/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,8,9.5,7.29
20/03/2017,warehouse,FOOD-SCONE-CHEESE,6,5,5.07
20/03/2017,warehouse,FOOD-BANANA-BREAD,6,6,5.77
20/03/2017,warehouse,FOOD-COOKIE-CHOC,14,4.5,4.87
20/03/2017,warehouse,MOD-ALT-MILK,23,0.8,3.75
21/03/2017,warehouse,DRINK-FLATWHITE,66,5.5,3.89
21/03/2017,warehouse,DRINK-LATTE,47,5.5,3.89
21/03/2017,warehouse,DRINK-CAP,37,5.5,3.89
21/03/2017,warehouse,DRINK-LONGBLACK,39,5,3.68
21/03/2017,warehouse,DRINK-ESP,20,4.5,3.58
21/03/2017,warehouse,DRINK-MOCHA,18,6,4.3
21/03/2017,warehouse,DRINK-CHAI-LATTE,14,6,4.19
21/03/2017,warehouse,DRINK-HOT-CHOC,4,6,4.4
21/03/2017,warehouse,DRINK-ICED-LATTE,8,6.5,4.5
21/03/2017,warehouse,FOOD-CROISSANT,14,6,4.9
21/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,8,5.5,4.7
21/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,4,9.5,6.72
21/03/2017,warehouse,FOOD-SCONE-CHEESE,14,5,4.5
21/03/2017,warehouse,FOOD-BANANA-BREAD,6,6,5.2
21/03/2017,warehouse,FOOD-COOKIE-CHOC,6,4.5,4.3
21/03/2017,warehouse,MOD-ALT-MILK,29,0.8,3.18
22/03/2017,warehouse,DRINK-FLATWHITE,100,5.5,2.85
22/03/2017,warehouse,DRINK-LATTE,103,5.5,2.85
22/03/2017,warehouse,DRINK-CAP,43,5.5,2.85
22/03/2017,warehouse,DRINK-LONGBLACK,66,5,2.64
22/03/2017,warehouse,DRINK-ESP,45,4.5,2.54
22/03/2017,warehouse,DRINK-MOCHA,12,6,3.25
22/03/2017,warehouse,DRINK-CHAI-LATTE,23,6,3.15
22/03/2017,warehouse,DRINK-HOT-CHOC,2,6,3.35
22/03/2017,warehouse,FOOD-CROISSANT,20,6,3.85
22/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,27,5.5,3.65
22/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,12,9.5,5.68
22/03/2017,warehouse,FOOD-SCONE-CHEESE,16,5,3.45
22/03/2017,warehouse,FOOD-BANANA-BREAD,18,6,4.16
22/03/2017,warehouse,FOOD-COOKIE-CHOC,16,4.5,3.25
22/03/2017,warehouse,MOD-ALT-MILK,43,0.8,2.13
23/03/2017,warehouse,DRINK-FLATWHITE,80,5.5,3.3
23/03/2017,warehouse,DRINK-LATTE,62,5.5,3.3
23/03/2017,warehouse,DRINK-CAP,33,5.5,3.3
23/03/2017,warehouse,DRINK-LONGBLACK,64,5,3.08
23/03/2017,warehouse,DRINK-ESP,25,4.5,2.98
23/03/2017,warehouse,DRINK-MOCHA,21,6,3.7
23/03/2017,warehouse,DRINK-CHAI-LATTE,10,6,3.6
23/03/2017,warehouse,DRINK-HOT-CHOC,4,6,3.8
23/03/2017,warehouse,DRINK-ICED-LATTE,6,6.5,3.9
23/03/2017,warehouse,FOOD-CROISSANT,16,6,4.3
23/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,12,5.5,4.1
23/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,21,9.5,6.12
23/03/2017,warehouse,FOOD-SCONE-CHEESE,12,5,3.9
23/03/2017,warehouse,FOOD-BANANA-BREAD,6,6,4.6
23/03/2017,warehouse,FOOD-COOKIE-CHOC,20,4.5,3.7
23/03/2017,warehouse,MOD-ALT-MILK,35,0.8,2.58
24/03/2017,warehouse,DRINK-FLATWHITE,74,5.5,3.53
24/03/2017,warehouse,DRINK-LATTE,88,5.5,3.53
24/03/2017,warehouse,DRINK-CAP,27,5.5,3.53
24/03/2017,warehouse,DRINK-LONGBLACK,31,5,3.32
24/03/2017,warehouse,DRINK-ESP,25,4.5,3.22
24/03/2017,warehouse,DRINK-MOCHA,8,6,3.93
24/03/2017,warehouse,DRINK-CHAI-LATTE,14,6,3.83
24/03/2017,warehouse,DRINK-HOT-CHOC,2,6,4.03
24/03/2017,warehouse,DRINK-ICED-LATTE,4,6.5,4.13
24/03/2017,warehouse,FOOD-CROISSANT,12,6,4.53
24/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,20,5.5,4.33
24/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,16,9.5,6.36
24/03/2017,warehouse,FOOD-SCONE-CHEESE,10,5,4.13
24/03/2017,warehouse,FOOD-BANANA-BREAD,12,6,4.84
24/03/2017,warehouse,FOOD-COOKIE-CHOC,14,4.5,3.93
24/03/2017,warehouse,MOD-ALT-MILK,29,0.8,2.81
25/03/2017,warehouse,DRINK-FLATWHITE,70,5.5,3.32
25/03/2017,warehouse,DRINK-LATTE,100,5.5,3.32
25/03/2017,warehouse,DRINK-CAP,39,5.5,3.32
25/03/2017,warehouse,DRINK-LONGBLACK,25,5,3.1
25/03/2017,warehouse,DRINK-ESP,35,4.5,3
25/03/2017,warehouse,DRINK-MOCHA,18,6,3.72
25/03/2017,warehouse,DRINK-CHAI-LATTE,16,6,3.62
25/03/2017,warehouse,DRINK-HOT-CHOC,4,6,3.82
25/03/2017,warehouse,DRINK-ICED-LATTE,2,6.5,3.92
25/03/2017,warehouse,FOOD-CROISSANT,16,6,4.32
25/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,14,5.5,4.12
25/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,12,9.5,6.14
25/03/2017,warehouse,FOOD-SCONE-CHEESE,12,5,3.92
25/03/2017,warehouse,FOOD-BANANA-BREAD,20,6,4.62
25/03/2017,warehouse,FOOD-COOKIE-CHOC,14,4.5,3.72
25/03/2017,warehouse,MOD-ALT-MILK,29,0.8,2.6
26/03/2017,warehouse,DRINK-FLATWHITE,94,5.5,3.3
26/03/2017,warehouse,DRINK-LATTE,70,5.5,3.3
26/03/2017,warehouse,DRINK-CAP,41,5.5,3.3
26/03/2017,warehouse,DRINK-LONGBLACK,37,5,3.08
26/03/2017,warehouse,DRINK-ESP,33,4.5,2.98
26/03/2017,warehouse,DRINK-MOCHA,6,6,3.7
26/03/2017,warehouse,DRINK-CHAI-LATTE,16,6,3.6
26/03/2017,warehouse,DRINK-HOT-CHOC,6,6,3.8
26/03/2017,warehouse,DRINK-ICED-LATTE,8,6.5,3.9
26/03/2017,warehouse,FOOD-CROISSANT,18,6,4.3
26/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,18,5.5,4.1
26/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,10,9.5,6.13
26/03/2017,warehouse,FOOD-SCONE-CHEESE,12,5,3.9
26/03/2017,warehouse,FOOD-BANANA-BREAD,4,6,4.61
26/03/2017,warehouse,FOOD-COOKIE-CHOC,23,4.5,3.7
26/03/2017,warehouse,MOD-ALT-MILK,33,0.8,2.58
27/03/2017,warehouse,DRINK-FLATWHITE,47,5.5,4.1
27/03/2017,warehouse,DRINK-LATTE,72,5.5,4.1
27/03/2017,warehouse,DRINK-CAP,20,5.5,4.1
27/03/2017,warehouse,DRINK-LONGBLACK,31,5,3.89
27/03/2017,warehouse,DRINK-ESP,12,4.5,3.79
27/03/2017,warehouse,DRINK-MOCHA,14,6,4.5
27/03/2017,warehouse,DRINK-CHAI-LATTE,8,6,4.4
27/03/2017,warehouse,DRINK-HOT-CHOC,4,6,4.6
27/03/2017,warehouse,DRINK-ICED-LATTE,4,6.5,4.7
27/03/2017,warehouse,FOOD-CROISSANT,12,6,5.11
27/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,20,5.5,4.9
27/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,14,9.5,6.93
27/03/2017,warehouse,FOOD-SCONE-CHEESE,10,5,4.7
27/03/2017,warehouse,FOOD-BANANA-BREAD,10,6,5.41
27/03/2017,warehouse,FOOD-COOKIE-CHOC,8,4.5,4.5
27/03/2017,warehouse,MOD-ALT-MILK,25,0.8,3.38
28/03/2017,warehouse,DRINK-FLATWHITE,74,5.5,3.6
28/03/2017,warehouse,DRINK-LATTE,72,5.5,3.6
28/03/2017,warehouse,DRINK-CAP,35,5.5,3.6
28/03/2017,warehouse,DRINK-LONGBLACK,29,5,3.39
28/03/2017,warehouse,DRINK-ESP,18,4.5,3.29
28/03/2017,warehouse,DRINK-MOCHA,12,6,4
28/03/2017,warehouse,DRINK-CHAI-LATTE,6,6,3.9
28/03/2017,warehouse,DRINK-HOT-CHOC,4,6,4.11
28/03/2017,warehouse,DRINK-ICED-LATTE,8,6.5,4.21
28/03/2017,warehouse,FOOD-CROISSANT,14,6,4.61
28/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,14,5.5,4.41
28/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,16,9.5,6.43
28/03/2017,warehouse,FOOD-SCONE-CHEESE,18,5,4.21
28/03/2017,warehouse,FOOD-BANANA-BREAD,12,6,4.91
28/03/2017,warehouse,FOOD-COOKIE-CHOC,14,4.5,4
28/03/2017,warehouse,MOD-ALT-MILK,29,0.8,2.89
29/03/2017,warehouse,DRINK-FLATWHITE,113,5.5,3.11
29/03/2017,warehouse,DRINK-LATTE,78,5.5,3.11
29/03/2017,warehouse,DRINK-CAP,43,5.5,3.11
29/03/2017,warehouse,DRINK-LONGBLACK,37,5,2.9
29/03/2017,warehouse,DRINK-ESP,25,4.5,2.8
29/03/2017,warehouse,DRINK-MOCHA,10,6,3.51
29/03/2017,warehouse,DRINK-CHAI-LATTE,16,6,3.41
29/03/2017,warehouse,DRINK-HOT-CHOC,4,6,3.61
29/03/2017,warehouse,DRINK-ICED-LATTE,4,6.5,3.71
29/03/2017,warehouse,FOOD-CROISSANT,16,6,4.11
29/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,16,5.5,3.91
29/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,21,9.5,5.94
29/03/2017,warehouse,FOOD-SCONE-CHEESE,18,5,3.71
29/03/2017,warehouse,FOOD-BANANA-BREAD,12,6,4.42
29/03/2017,warehouse,FOOD-COOKIE-CHOC,21,4.5,3.51
29/03/2017,warehouse,MOD-ALT-MILK,37,0.8,2.39
30/03/2017,warehouse,DRINK-FLATWHITE,78,5.5,3.43
30/03/2017,warehouse,DRINK-LATTE,55,5.5,3.43
30/03/2017,warehouse,DRINK-CAP,27,5.5,3.43
30/03/2017,warehouse,DRINK-LONGBLACK,43,5,3.22
30/03/2017,warehouse,DRINK-ESP,41,4.5,3.12
30/03/2017,warehouse,DRINK-MOCHA,23,6,3.83
30/03/2017,warehouse,DRINK-CHAI-LATTE,4,6,3.73
30/03/2017,warehouse,DRINK-HOT-CHOC,6,6,3.93
30/03/2017,warehouse,DRINK-ICED-LATTE,2,6.5,4.03
30/03/2017,warehouse,FOOD-CROISSANT,29,6,4.44
30/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,14,5.5,4.23
30/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,21,9.5,6.26
30/03/2017,warehouse,FOOD-SCONE-CHEESE,14,5,4.03
30/03/2017,warehouse,FOOD-BANANA-BREAD,10,6,4.74
30/03/2017,warehouse,FOOD-COOKIE-CHOC,14,4.5,3.83
30/03/2017,warehouse,MOD-ALT-MILK,21,0.8,2.71
31/03/2017,warehouse,DRINK-FLATWHITE,90,5.5,3.34
31/03/2017,warehouse,DRINK-LATTE,78,5.5,3.34
31/03/2017,warehouse,DRINK-CAP,41,5.5,3.34
31/03/2017,warehouse,DRINK-LONGBLACK,23,5,3.13
31/03/2017,warehouse,DRINK-ESP,25,4.5,3.02
31/03/2017,warehouse,DRINK-MOCHA,18,6,3.74
31/03/2017,warehouse,DRINK-CHAI-LATTE,12,6,3.64
31/03/2017,warehouse,DRINK-HOT-CHOC,12,6,3.84
31/03/2017,warehouse,FOOD-CROISSANT,31,6,4.34
31/03/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,21,5.5,4.14
31/03/2017,warehouse,FOOD-SANDWICH-CHICKEN,14,9.5,6.17
31/03/2017,warehouse,FOOD-SCONE-CHEESE,16,5,3.94
31/03/2017,warehouse,FOOD-BANANA-BREAD,4,6,4.65
31/03/2017,warehouse,FOOD-COOKIE-CHOC,10,4.5,3.74
31/03/2017,warehouse,MOD-ALT-MILK,25,0.8,2.62
1/04/2017,warehouse,DRINK-FLATWHITE,84,5.5,3.52
1/04/2017,warehouse,DRINK-LATTE,62,5.5,3.52
1/04/2017,warehouse,DRINK-CAP,35,5.5,3.52
1/04/2017,warehouse,DRINK-LONGBLACK,41,5,3.32
1/04/2017,warehouse,DRINK-ESP,39,4.5,3.22
1/04/2017,warehouse,DRINK-MOCHA,12,6,3.92
1/04/2017,warehouse,DRINK-CHAI-LATTE,10,6,3.82
1/04/2017,warehouse,DRINK-HOT-CHOC,4,6,4.02
1/04/2017,warehouse,FOOD-CROISSANT,18,6,4.54
1/04/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,14,5.5,4.32
1/04/2017,warehouse,FOOD-SANDWICH-CHICKEN,10,9.5,6.36
1/04/2017,warehouse,FOOD-SCONE-CHEESE,20,5,4.12
1/04/2017,warehouse,FOOD-BANANA-BREAD,4,6,4.84
1/04/2017,warehouse,FOOD-COOKIE-CHOC,8,4.5,3.92
1/04/2017,warehouse,MOD-ALT-MILK,27,0.8,2.8
2/04/2017,warehouse,DRINK-FLATWHITE,64,5.5,4.34
2/04/2017,warehouse,DRINK-LATTE,39,5.5,4.34
2/04/2017,warehouse,DRINK-CAP,18,5.5,4.34
2/04/2017,warehouse,DRINK-LONGBLACK,29,5,4.14
2/04/2017,warehouse,DRINK-ESP,18,4.5,4.04
2/04/2017,warehouse,DRINK-MOCHA,21,6,4.74
2/04/2017,warehouse,DRINK-CHAI-LATTE,14,6,4.64
2/04/2017,warehouse,DRINK-HOT-CHOC,4,6,4.84
2/04/2017,warehouse,FOOD-CROISSANT,4,6,5.36
2/04/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,14,5.5,5.14
2/04/2017,warehouse,FOOD-SANDWICH-CHICKEN,12,9.5,7.18
2/04/2017,warehouse,FOOD-SCONE-CHEESE,8,5,4.94
2/04/2017,warehouse,FOOD-BANANA-BREAD,6,6,5.66
2/04/2017,warehouse,FOOD-COOKIE-CHOC,10,4.5,4.74
2/04/2017,warehouse,MOD-ALT-MILK,25,0.8,3.62
3/04/2017,warehouse,DRINK-FLATWHITE,86,5.5,3.98
3/04/2017,warehouse,DRINK-LATTE,51,5.5,3.98
3/04/2017,warehouse,DRINK-CAP,31,5.5,3.98
3/04/2017,warehouse,DRINK-LONGBLACK,27,5,3.78
3/04/2017,warehouse,DRINK-ESP,20,4.5,3.68
3/04/2017,warehouse,DRINK-MOCHA,12,6,4.38
3/04/2017,warehouse,DRINK-CHAI-LATTE,10,6,4.28
3/04/2017,warehouse,DRINK-HOT-CHOC,8,6,4.48
3/04/2017,warehouse,DRINK-ICED-LATTE,2,6.5,4.58
3/04/2017,warehouse,FOOD-CROISSANT,10,6,5
3/04/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,20,5.5,4.79
3/04/2017,warehouse,FOOD-SANDWICH-CHICKEN,4,9.5,6.82
3/04/2017,warehouse,FOOD-SCONE-CHEESE,6,5,4.58
3/04/2017,warehouse,FOOD-BANANA-BREAD,4,6,5.3
3/04/2017,warehouse,FOOD-COOKIE-CHOC,2,4.5,4.38
3/04/2017,warehouse,MOD-ALT-MILK,31,0.8,3.26
4/04/2017,warehouse,DRINK-FLATWHITE,86,5.5,3.24
4/04/2017,warehouse,DRINK-LATTE,80,5.5,3.24
4/04/2017,warehouse,DRINK-CAP,45,5.5,3.24
4/04/2017,warehouse,DRINK-LONGBLACK,49,5,3.04
4/04/2017,warehouse,DRINK-ESP,25,4.5,2.94
4/04/2017,warehouse,DRINK-MOCHA,16,6,3.65
4/04/2017,warehouse,DRINK-CHAI-LATTE,8,6,3.55
4/04/2017,warehouse,DRINK-HOT-CHOC,6,6,3.75
4/04/2017,warehouse,DRINK-ICED-LATTE,6,6.5,3.85
4/04/2017,warehouse,FOOD-CROISSANT,29,6,4.26
4/04/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,14,5.5,4.05
4/04/2017,warehouse,FOOD-SANDWICH-CHICKEN,12,9.5,6.09
4/04/2017,warehouse,FOOD-SCONE-CHEESE,6,5,3.85
4/04/2017,warehouse,FOOD-BANANA-BREAD,14,6,4.56
4/04/2017,warehouse,FOOD-COOKIE-CHOC,14,4.5,3.65
4/04/2017,warehouse,MOD-ALT-MILK,31,0.8,2.53
5/04/2017,warehouse,DRINK-FLATWHITE,70,5.5,3.18
5/04/2017,warehouse,DRINK-LATTE,72,5.5,3.18
5/04/2017,warehouse,DRINK-CAP,39,5.5,3.18
5/04/2017,warehouse,DRINK-LONGBLACK,59,5,2.98
5/04/2017,warehouse,DRINK-ESP,53,4.5,2.88
5/04/2017,warehouse,DRINK-MOCHA,18,6,3.59
5/04/2017,warehouse,DRINK-CHAI-LATTE,10,6,3.49
5/04/2017,warehouse,DRINK-HOT-CHOC,6,6,3.69
5/04/2017,warehouse,DRINK-ICED-LATTE,4,6.5,3.79
5/04/2017,warehouse,FOOD-CROISSANT,23,6,4.2
5/04/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,20,5.5,3.99
5/04/2017,warehouse,FOOD-SANDWICH-CHICKEN,4,9.5,6.02
5/04/2017,warehouse,FOOD-SCONE-CHEESE,18,5,3.79
5/04/2017,warehouse,FOOD-BANANA-BREAD,12,6,4.5
5/04/2017,warehouse,FOOD-COOKIE-CHOC,16,4.5,3.59
5/04/2017,warehouse,MOD-ALT-MILK,31,0.8,2.47
6/04/2017,warehouse,DRINK-FLATWHITE,84,5.5,3.29
6/04/2017,warehouse,DRINK-LATTE,64,5.5,3.29
6/04/2017,warehouse,DRINK-CAP,41,5.5,3.29
6/04/2017,warehouse,DRINK-LONGBLACK,59,5,3.09
6/04/2017,warehouse,DRINK-ESP,23,4.5,2.99
6/04/2017,warehouse,DRINK-MOCHA,21,6,3.69
6/04/2017,warehouse,DRINK-CHAI-LATTE,8,6,3.59
6/04/2017,warehouse,DRINK-HOT-CHOC,8,6,3.79
6/04/2017,warehouse,DRINK-ICED-LATTE,2,6.5,3.9
6/04/2017,warehouse,FOOD-CROISSANT,16,6,4.31
6/04/2017,warehouse,FOOD-MUFFIN-BLUEBERRY,20,5.5,4.1
6/04/2017,warehouse,FOOD-SANDWICH-CHICKEN,21,9.5,6.13
6/04/2017,warehouse,FOOD-SCONE-CHEESE,16,5,3.9
6/04/2017,warehouse,FOOD-BANANA-BREAD,4,6,4.61
6/04/2017,warehouse,FOOD-COOKIE-CHOC,10,4.5,3.69
6/04/2017,warehouse,MOD-ALT-MILK,33,0.8,2.58
7/04/2017,warehouse,DRINK-FLATWHITE,90,5.5,3.62
7/04/2017,warehouse,DRINK-LATTE,76,5.5,3.62
7/04/2017,warehouse,DRINK-CAP,16,5.5,3.62
7/04/2017,warehouse,DRINK-LONGBLACK,45,5,3.42
7/04/2017,warehouse,DRINK-ESP,10,4.5,3.32
7/04/2017,warehouse,DRINK-MOCHA,14,6,4.02
7/04/2017,warehouse,DRINK-CHAI-LATTE,8,6,3.92
7/04/2017,warehouse,DRINK-HOT-CHOC,2,6,4.12
7/04/2017,warehouse,DRINK-ICED-LATTE,6,6.5,4.22
7/04/2017,warehouse,FOOD-CROISSANT,20,6,4.64
